"x1","x2","density.1","density.2","density.3","density.4","density.5","density.6","density.7","density.8","density.9","density.10","density.11","density.12","density.13","density.14","density.15","density.16","density.17","density.18","density.19","density.20","density.21","density.22","density.23","density.24","density.25","density.26","density.27","density.28","density.29","density.30","density.31","density.32","density.33","density.34","density.35","density.36","density.37","density.38","density.39","density.40","density.41","density.42","density.43","density.44","density.45","density.46","density.47","density.48","density.49","density.50","density.51","density.52","density.53","density.54","density.55","density.56","density.57","density.58","density.59","density.60","density.61","density.62","density.63","density.64","density.65","density.66","density.67","density.68","density.69","density.70","density.71","density.72","density.73","density.74","density.75","density.76","density.77","density.78","density.79","density.80","density.81","density.82","density.83","density.84","density.85","density.86","density.87","density.88","density.89","density.90","density.91","density.92","density.93","density.94","density.95","density.96","density.97","density.98","density.99","density.100","density.101"
0.1,0.1,7.67050735630934e-21,3.79867225745698e-19,1.54774415494697e-17,5.1883125834546e-16,1.43091128082561e-14,3.24682510188766e-13,6.06128487050958e-12,9.3095804564806e-11,1.17640032785178e-09,1.22303751160386e-08,1.04612608491398e-07,7.361865833833e-07,4.26237228043228e-06,2.03036665584673e-05,7.95714330311276e-05,0.000256566234188858,0.000680614870092475,0.00148546690388693,0.00266737539249862,0.00394062323521282,0.00478966678146115,0.00478966678146115,0.00394062323521282,0.00266737539249862,0.00148546690388693,0.000680614870092475,0.000256566234188858,7.95714330311273e-05,2.03036665584673e-05,4.2623722804323e-06,7.36186583383306e-07,1.04612608491398e-07,1.22303751160386e-08,1.17640032785178e-09,9.3095804564806e-11,6.06128487050958e-12,3.2468251018877e-13,1.43091128082561e-14,5.1883125834546e-16,1.54774415494697e-17,3.79867225745698e-19,7.67050735630934e-21,1.27431257802689e-22,1.74175658897671e-24,1.95865780603175e-26,1.81212973542822e-28,1.37945581209406e-30,8.28078079153934e-32,4.46385794657379e-29,1.95083429861311e-26,6.19094004654513e-24,1.42665374199979e-21,2.38729631238867e-19,2.90081371659282e-17,2.5595234877661e-15,1.63992566991476e-13,7.62983198387735e-12,2.57769512850496e-10,6.32373835789881e-09,1.12652802624001e-07,1.45725607482802e-06,1.36884890814982e-05,9.33686155322394e-05,0.000462457780152064,0.0016632940234935,0.00434401913542373,0.00823834922966594,0.0113452594564687,0.0113452594564687,0.00823834922966594,0.00434401913542373,0.00166329402349352,0.000462457780152071,9.33686155322412e-05,1.36884890814985e-05,1.45725607482806e-06,1.12652802624005e-07,6.32373835789899e-09,2.57769512850496e-10,7.62983198387735e-12,1.63992566991476e-13,2.5595234877661e-15,2.90081371659282e-17,2.38729631239219e-19,1.4266537431835e-21,6.1909436924113e-24,1.95186751374188e-26,7.15780419131913e-29,6.4698687149764e-29,1.42631041029082e-28,2.89626994583995e-28,5.41094461648368e-28,9.30070635957912e-28,1.47084724257845e-27,2.1400701101665e-27,2.86481924356147e-27,3.52837911142108e-27,3.9981773319401e-27,4.16828740381495e-27,3.9981773319401e-27,3.52837911142108e-27
0.11,0.11,7.30531578980387e-21,3.83591384549414e-19,1.6571365944737e-17,5.88989272353551e-16,1.72232884433315e-14,4.14366253140539e-13,8.20185892569844e-12,1.33567200974337e-10,1.78956290254304e-09,1.97266675189847e-08,1.78904018099078e-07,1.33489183870014e-06,8.19467387020026e-06,4.13882328739779e-05,0.000171981489912666,0.000587957782539301,0.00165375127827102,0.00382695940799193,0.00728613362706025,0.0114130053629863,0.0147083015114902,0.0155949734630146,0.013603992047451,0.00976354904021994,0.00576512419952069,0.00280071706123312,0.00111941061138645,0.00036810287988087,9.95883700115931e-05,2.21670370179462e-05,4.05944145228559e-06,6.11624017342333e-07,7.58162663236587e-08,7.732142844689e-09,6.48779259071287e-10,4.47871739397944e-11,2.54372392493613e-12,1.18862785447104e-13,4.56963429618187e-15,1.44536189329556e-16,3.76124279577098e-18,8.05277844672923e-20,1.41846866288073e-21,2.05566979226084e-23,2.45101842319801e-25,2.40435953694751e-27,1.94051416731861e-29,3.12497586822995e-31,1.10528182506982e-28,4.83037349697482e-26,1.53291095721365e-23,3.53247348031053e-21,5.91107755504514e-19,7.1825750169916e-17,6.33752155592573e-15,4.06054655598084e-13,1.88918855001861e-11,6.38251554228277e-10,1.56579255274567e-08,2.78934562772138e-07,3.60824654701127e-06,3.38934551828486e-05,0.000231185850182978,0.00114507101201765,0.00411840789042049,0.0107560313635291,0.0203986078181374,0.0280914891801576,0.0280914891801576,0.0203986078181374,0.0107560313635291,0.00411840789042054,0.00114507101201766,0.000231185850182983,3.38934551828493e-05,3.60824654701136e-06,2.78934562772147e-07,1.56579255274572e-08,6.38251554228277e-10,1.88918855001861e-11,4.06054655598084e-13,6.33752155592573e-15,7.18257501699191e-17,5.91107755515194e-19,3.53247351548312e-21,1.53292161199542e-23,4.86006939033657e-26,8.72004910793024e-28,1.79668052665355e-27,3.89946220346617e-27,7.78738609178698e-27,1.43082828556503e-26,2.41875633584448e-26,3.76188500889509e-26,5.38304122147236e-26,7.08693889214522e-26,8.5841730431784e-26,9.56636688231519e-26,9.80854061292189e-26,9.25274407169305e-26,8.03055384261348e-26
0.12,0.12,6.3107896422229e-21,3.51346531351342e-19,1.60933794022213e-17,6.06482735897467e-16,1.88039569796262e-14,4.79666809296973e-13,1.00667596821071e-11,1.73819840504579e-10,2.46927014969668e-09,2.88600765669131e-08,2.77514682177533e-07,2.19550314716323e-06,1.42903141583138e-05,7.65260156345309e-05,0.000337159996902701,0.00122214460080054,0.00364475851354806,0.00894282099945883,0.0180526070966937,0.0299822993243735,0.0409684519942625,0.0460568027777637,0.0425988261275611,0.0324161243944025,0.0202947713229028,0.0104536233296525,0.00443005528232034,0.00154458231338073,0.000443070242157239,0.000104566776681027,2.03036665584673e-05,3.24350698406571e-06,4.26299492467344e-07,4.60971851882496e-08,4.10103628492e-09,3.0017355583668e-10,1.80763549749834e-11,8.95589319809801e-13,3.65061945349335e-14,1.22428868281577e-15,3.37800835521821e-17,7.66826684299393e-19,1.43216589780347e-20,2.20064025305365e-22,2.78204653576572e-24,2.89360563275312e-26,2.47613784351395e-28,2.17438922696726e-30,2.59468787505362e-28,1.13391022322444e-25,3.59844514330439e-23,8.29233555886392e-21,1.38760103576473e-18,1.68607981205202e-16,1.48770700321435e-14,9.53196528785323e-13,4.43479207360978e-11,1.49826915562917e-09,3.67563333038689e-08,6.54787362556e-07,8.47020970255073e-06,7.95634858101716e-05,0.000542699232383186,0.00268800689468827,0.00966779238003996,0.0252493392647373,0.0478848891306581,0.0659436103139784,0.0659436103139784,0.0478848891306581,0.0252493392647373,0.00966779238004009,0.00268800689468831,0.000542699232383196,7.95634858101734e-05,8.47020970255095e-06,6.54787362556024e-07,3.67563333038702e-08,1.49826915562917e-09,4.43479207360978e-11,9.53196528785323e-13,1.48770700321435e-14,1.68607981205285e-16,1.38760103606168e-18,8.29233652045994e-21,3.59873162522889e-23,1.21243574398035e-25,2.00625606534004e-26,4.59481983629326e-26,9.80854066493651e-26,1.9264297209964e-25,3.48105382400867e-25,5.78731471532431e-25,8.85222114413694e-25,1.24576522286193e-24,1.61297985719463e-24,1.92145615235504e-24,2.1059148439899e-24,2.12353745994033e-24,1.97009804643433e-24,1.68160715825205e-24
0.13,0.13,4.94490805363741e-21,2.91898795542864e-19,1.41764013000108e-17,5.66447034415821e-16,1.86213957315089e-14,5.03645276282943e-13,1.12071946192609e-11,2.05177000145952e-10,3.09043811276314e-09,3.82975542197996e-08,3.90464577746383e-07,3.27530581868724e-06,2.26038119306427e-05,0.000128342686836791,0.000599542786386678,0.00230424604264128,0.00728613362706027,0.018955054034628,0.0405707031726921,0.0714429956397402,0.103506206309786,0.123376583355227,0.120992569694651,0.0976212299639618,0.0648021571610524,0.035391116543401,0.0159022537353982,0.0058787190663895,0.00178799519589399,0.000447414033437882,9.21112062190154e-05,1.56018087685408e-05,2.17418775087584e-06,2.49275015616866e-07,2.35136512702694e-08,1.82482409599391e-09,1.16514923488938e-10,6.12070875833787e-12,2.64533993887149e-13,9.40634440677081e-15,2.75181907391544e-16,6.62336197414349e-18,1.31158583428338e-19,2.13685256173816e-21,2.86425718669528e-23,3.15870507654761e-25,2.86593234548287e-27,2.23529532531211e-29,5.77567322128242e-28,2.52356361658992e-25,8.00848694535906e-23,1.84549321790451e-20,3.08816289751293e-18,3.75243963042664e-16,3.31095282525842e-14,2.12137788770868e-12,9.86981126917252e-11,3.33445932775056e-09,8.1802724149071e-08,1.45725607482801e-06,1.88507983659406e-05,0.000177071794084066,0.00120779935353023,0.00598226936019869,0.0215160676299465,0.0561934379510648,0.106569780616604,0.146760203726317,0.146760203726317,0.106569780616604,0.0561934379510648,0.0215160676299468,0.00598226936019878,0.00120779935353025,0.00017707179408407,1.88507983659412e-05,1.45725607482806e-06,8.18027241490736e-08,3.33445932775056e-09,9.86981126917252e-11,2.12137788770868e-12,3.31095282525848e-14,3.75243963044858e-16,3.08816290510805e-18,1.84549563666096e-20,8.0155738842513e-23,4.43400645443675e-25,4.74402689451117e-25,1.08121369157212e-24,2.26993223460698e-24,4.38453383548363e-24,7.79188892532365e-24,1.2740042396213e-23,1.91649542425154e-23,2.652488400046e-23,3.37759826673681e-23,3.9570477053956e-23,4.26523900594033e-23,4.22984303560478e-23,3.8593478494413e-23,3.23975664780405e-23
0.14,0.14,3.51449187740053e-21,2.19967613096334e-19,1.13269909582301e-17,4.79877048140922e-16,1.67264977670992e-14,4.79666809296977e-13,1.13170682005481e-11,2.19678629830033e-10,3.50833699013188e-09,4.60971851882499e-08,4.98318631240118e-07,4.43199698369125e-06,3.24303324412924e-05,0.000195237374334324,0.000967017045531677,0.00394062323521282,0.0132115968070793,0.0364422616764125,0.0827017970343959,0.154413114932091,0.237199098834495,0.299779201716086,0.311709168126515,0.266659626671118,0.187682841790947,0.108680464988388,0.0517771353041824,0.0202947713229028,0.00654470264211146,0.00173642203985061,0.000379035836747599,6.8071429381744e-05,1.00579409219141e-05,1.22268026902488e-06,1.22285887726889e-07,1.00623493359025e-08,6.81211630340894e-10,3.79423591597904e-11,1.73870627165385e-12,6.55522682608759e-14,2.03333455112689e-15,5.18907048838138e-17,1.08950671998295e-18,1.88204442098227e-20,2.67478845067209e-22,3.12758140420717e-24,3.00875935593617e-26,2.40160805553341e-28,1.21991457745554e-27,5.32460598688142e-25,1.68975478571879e-22,3.89390782334021e-20,6.51588504889146e-18,7.91747912794887e-16,6.98596179270876e-14,4.47601208883835e-12,2.08248586031438e-10,7.03555945747697e-09,1.72600074844106e-07,3.07474488409443e-06,3.97743381125463e-05,0.000373613534629911,0.00254840240327555,0.0126223197338303,0.0453979365835312,0.118565630875895,0.224857451898864,0.309657440027763,0.309657440027763,0.224857451898864,0.118565630875895,0.0453979365835318,0.0126223197338305,0.0025484024032756,0.00037361353462992,3.97743381125474e-05,3.07474488409453e-06,1.72600074844112e-07,7.03555945747697e-09,2.08248586031438e-10,4.47601208883835e-12,6.98596179271018e-14,7.91747912847386e-16,6.51588522761472e-18,3.89396379918018e-20,1.70588458429047e-22,4.80873989975029e-24,1.04318828691885e-23,2.34081299962034e-23,4.83314898178584e-23,9.18126399230575e-23,1.60466197237232e-22,2.58031923374024e-22,3.81743904968209e-22,5.19612484308256e-22,6.50722517716114e-22,7.4975761773306e-22,7.94794277935394e-22,7.75170737293793e-22,6.95582746177062e-22,5.7426060632652e-22
0.15,0.15,2.26567010260485e-21,1.50354000566678e-19,8.20905028102292e-18,3.68748664973726e-16,1.36278583515409e-14,4.14366253140536e-13,1.03657506854586e-11,2.13342192080288e-10,3.61253747071347e-09,5.03277576761089e-08,5.76849359832189e-07,5.43972396389927e-06,4.22037384278123e-05,0.000269391939151078,0.00141474407416739,0.00611266765454007,0.0217291779963529,0.063549980907622,0.152913970309593,0.302718190071952,0.493048321774623,0.660693546844399,0.728400538721238,0.660693546844399,0.493048321774623,0.302718190071952,0.152913970309593,0.0635499809076218,0.0217291779963528,0.00611266765454009,0.00141474407416739,0.000269391939151078,4.22037384278123e-05,5.43972396389927e-06,5.76849359832185e-07,5.03277576761083e-08,3.61253747071347e-09,2.13342192080288e-10,1.03657506854586e-11,4.14366253140536e-13,1.36278583515408e-14,3.68748664973726e-16,8.20905028102304e-18,1.50354000566678e-19,2.26567010260485e-21,2.80891096073621e-23,2.86509411388631e-25,2.40840905328254e-27,2.45378186696838e-27,1.06511953154182e-24,3.38013873507912e-22,7.78926550510504e-20,1.30341962237367e-17,1.58379062516738e-15,1.39745247398411e-13,8.95369077692105e-12,4.16574711383418e-10,1.40737385365819e-08,3.45264415634907e-07,6.15063461931941e-06,7.95634858101712e-05,0.000747366180598694,0.00509775367921615,0.0252493392647372,0.0908127766439303,0.237175408502714,0.44979862726674,0.619430177969228,0.619430177969228,0.44979862726674,0.237175408502714,0.0908127766439314,0.0252493392647376,0.00509775367921626,0.00074736618059871,7.95634858101732e-05,6.15063461931963e-06,3.45264415634919e-07,1.40737385365819e-08,4.16574711383418e-10,8.95369077692111e-12,1.39745247398729e-13,1.58379062632312e-15,1.30342000930743e-17,7.79045734497068e-20,3.71789856174856e-22,8.91308356807961e-23,2.11261108123601e-22,4.6626306248852e-22,9.46795676580571e-22,1.76884719527683e-21,3.04041706657264e-21,4.80822518824176e-21,6.99592636844275e-21,9.36514387619499e-21,1.15343326119035e-20,1.30701111563367e-20,1.36262039365279e-20,1.30701111563367e-20,1.15343326119035e-20,9.36514387619499e-21
0.16,0.16,1.32483139245764e-21,9.32182704127706e-20,5.39636211067179e-18,2.5701634381425e-16,1.00711719613743e-14,3.24682510188766e-13,8.61186854000069e-12,1.87929735176487e-10,3.37406329295351e-09,4.98391425263161e-08,6.05685966957223e-07,6.05597501714838e-06,4.98173075088907e-05,0.0003371599969027,0.00187737678941859,0.00860055466581435,0.0324161243944026,0.100520660408022,0.256453830003908,0.538297866985822,0.92959920089318,1.32077377717914,1.54390561671186,1.48481610625906,1.17485482756455,0.764813165010495,0.409624682267107,0.180499703701562,0.0654374673634985,0.0195180346563339,0.00478966678146116,0.000967017045531675,0.000160628488115634,2.19518247650441e-05,2.46818833821248e-06,2.28320852910747e-07,1.7376906867828e-08,1.08807537649485e-09,5.60538057464057e-11,2.37580525935407e-12,8.28468857870141e-14,2.37684657916499e-15,5.61029534869446e-17,1.08950671998294e-18,1.7407392224038e-20,2.28821658973779e-22,2.47468633294084e-24,2.20269438961408e-26,4.78326056225366e-27,2.01997961774863e-24,6.41036848051534e-22,1.47721930942615e-19,2.47191039154257e-17,3.00362863745237e-15,2.65024189664826e-13,1.69805033576399e-11,7.90025974940632e-10,2.66905760349649e-08,6.54787362556e-07,1.16645609511304e-05,0.000150890629529841,0.0014173656713446,0.00966779238003992,0.0478848891306579,0.172224694501805,0.44979862726674,0.853034496148987,1.17473748858311,1.17473748858311,0.853034496148987,0.44979862726674,0.172224694501807,0.0478848891306587,0.00966779238004011,0.00141736567134463,0.000150890629529845,1.16645609511308e-05,6.54787362556021e-07,2.66905760349649e-08,7.90025974940632e-10,1.69805033576416e-11,2.65024189671367e-13,3.00362866086049e-15,2.47191809881909e-17,1.4795540788194e-19,1.29175936576288e-21,1.67063624336087e-21,3.9366464514057e-21,8.54484376998133e-21,1.70644047251863e-20,3.135356674234e-20,5.30019143278333e-20,8.24337300941908e-20,1.17957929625044e-19,1.55295232695246e-19,1.88103943116282e-19,2.09626637628244e-19,2.14933361224934e-19,2.02754259003944e-19,1.75972552697271e-19,1.4051693738526e-19
0.17,0.17,7.02674759248891e-22,5.24223999976116e-20,3.21765190856578e-18,1.62487827637063e-16,6.75090845278127e-15,2.30761428203515e-13,6.48968819319842e-12,1.50156472441635e-10,2.85840587890625e-09,4.47675522393837e-08,5.76849359832191e-07,6.11534684800568e-06,5.33383266525469e-05,0.000382751844743753,0.00225972094806016,0.0109761982859253,0.0438640461355561,0.144219853016524,0.390122519965752,0.868233635310402,1.58976087739135,2.39489577196985,2.96825386965988,3.0267397567783,2.53926913188305,1.75267744790388,0.995302000702029,0.46501543549235,0.17874729322603,0.0565289856226671,0.0147083015114903,0.00314857084040172,0.000554528698758272,8.03515389017128e-05,9.5790840444647e-06,9.3953590537266e-07,7.58162663236595e-08,5.03351095183289e-09,2.74940840421901e-10,1.23556929490428e-11,4.5682995309556e-13,1.3896378976869e-14,3.47782992978858e-16,7.16101601615514e-18,1.21311106147788e-19,1.69077607480757e-21,1.93879208645804e-23,1.82923195783617e-25,9.73012187469439e-27,3.63190063969923e-24,1.1525747217147e-21,2.656018354625e-19,4.44445813091613e-17,5.40047963132157e-15,4.76509552561185e-13,3.05306925660098e-11,1.42045495660896e-09,4.79892588676759e-08,1.17729794230812e-06,2.09727071580722e-05,0.000271299108409207,0.00254840240327554,0.0173825469557833,0.0860963186905656,0.309657440027762,0.808731244089737,1.53374334091269,2.11216053813626,2.11216053813626,1.53374334091269,0.808731244089737,0.309657440027766,0.0860963186905669,0.0173825469557836,0.0025484024032756,0.000271299108409214,2.0972707158073e-05,1.17729794230816e-06,4.79892588676759e-08,1.42045495660897e-09,3.05306925660422e-11,4.76509552685119e-13,5.40048006751392e-15,4.44459937623351e-17,2.69809865859217e-19,1.26869073335706e-20,2.90916992099466e-20,6.74910382294527e-20,1.44074140604698e-19,2.82966363105042e-19,5.11319530434479e-19,8.50077933959809e-19,1.30027106375216e-18,1.82985992457835e-18,2.36924835086658e-18,2.82235813418487e-18,3.09330290079776e-18,3.11918813029537e-18,2.89380647051488e-18,2.47005253582243e-18,1.93977648653375e-18
0.18,0.18,3.38047636117442e-22,2.67400715957087e-20,1.7402307619819e-18,9.31774305737281e-17,4.10463205624345e-15,1.48763829012409e-13,4.43588293995993e-12,1.0882343217541e-10,2.19646544022711e-09,3.64742140977987e-08,4.98318631240115e-07,5.60128821866267e-06,5.17998293177319e-05,0.000394119887858759,0.00246710700068054,0.0127059526930999,0.0538376501146534,0.187682841790947,0.538297866985822,1.27022413536967,2.46602613689317,3.9388968095031,5.17620114856795,5.5963813351041,4.97809370691908,3.6431617090763,2.19357982562092,1.08664591343955,0.442876128736186,0.148503300711542,0.0409684519942625,0.00929870811079707,0.0017364220398506,0.0002667765040755,3.37209248989707e-05,3.50679995326823e-06,3.0004204685619e-07,2.11209213927513e-08,1.22321617203359e-09,5.82845142675543e-11,2.28487666359867e-12,7.36939704568048e-14,1.95551325045132e-15,4.26922637182598e-17,7.66826684299399e-19,1.13319555991815e-20,1.37775540855883e-22,1.37818149825126e-24,2.55078558842171e-26,6.19101684130468e-24,1.96468447862951e-21,4.52746180968033e-19,7.57604495368288e-17,9.20568385462716e-15,8.12260501668563e-13,5.20427670896934e-11,2.42131443000746e-09,8.18027241490736e-08,2.00682780039289e-06,3.57501786606393e-05,0.000462457780152058,0.00434401913542369,0.0296303741125294,0.146760203726316,0.527843578854711,1.37856721341389,2.61442636107615,3.60039912964979,3.60039912964979,2.61442636107615,1.37856721341389,0.527843578854718,0.146760203726319,0.02963037411253,0.00434401913542379,0.000462457780152071,3.57501786606405e-05,2.00682780039296e-06,8.18027241490736e-08,2.4213144300076e-09,5.20427670902677e-11,8.12260503829039e-13,9.20569133284643e-15,7.57842648320902e-17,5.22524827007355e-19,1.9006862759448e-19,4.66538852683956e-19,1.06457192139727e-18,2.23499595895026e-18,4.3170519629082e-18,7.67196482955831e-18,1.25439618207556e-17,1.88699885634683e-17,2.61166424611463e-17,3.32561402750047e-17,3.8961452243005e-17,4.19959318681833e-17,4.16474199192516e-17,3.7999490559621e-17,3.18989391359272e-17,2.46367546652707e-17
0.19,0.19,1.47513327573481e-22,1.23719466397573e-20,8.53698326131801e-19,4.84652474924737e-17,2.26368531286693e-15,8.69883883409353e-14,2.75021172604718e-12,7.15369776089939e-11,1.53092762193933e-09,2.69549383959793e-08,3.90464577746383e-07,4.65355180319425e-06,4.56296436768825e-05,0.000368102879880874,0.00244315469459033,0.0133411212335776,0.0599367663212466,0.221540891682727,0.673711721804293,1.68559766578684,3.4697113921978,5.87614354187713,8.18749510900965,9.38575739446218,8.85211828021683,6.86886064492081,4.38512336871913,2.30323652983782,0.995302000702026,0.353859473899553,0.103506206309786,0.0249093025814978,0.00493192380576003,0.000803398029217618,0.000107672495548307,1.18723969600533e-05,1.07703955285549e-06,8.03867571288669e-08,4.93624809575843e-09,2.49384273314276e-10,1.03657506854585e-11,3.54480270925866e-13,9.97339436460243e-15,2.30862571361545e-16,4.39666805818199e-18,6.88895648201952e-20,8.88061040027551e-22,9.41875632124493e-24,1.05079738209708e-25,1.00056097573042e-23,3.17507629709242e-21,7.31671513753037e-19,1.22434523195095e-16,1.48770700321434e-14,1.31267340465893e-12,8.41049837129405e-11,3.91302426999532e-09,1.32199288526965e-07,3.24318303782402e-06,5.77749486072818e-05,0.00074736618059869,0.00702025812739433,0.0478848891306577,0.237175408502714,0.853034496148985,2.22786718530057,4.22510751855348,5.8185128711046,5.8185128711046,4.22510751855348,2.22786718530057,0.853034496148996,0.237175408502718,0.0478848891306587,0.00702025812739449,0.00074736618059871,5.77749486072838e-05,3.24318303782414e-06,1.32199288526965e-07,3.91302426999764e-09,8.41049837223056e-11,1.31267343930998e-12,1.4877187990073e-14,1.22803965542286e-16,1.79624342098436e-18,2.82553321047846e-18,6.88428221496954e-18,1.54494399700344e-17,3.1898939135965e-17,6.05966384235097e-17,1.05908207642535e-16,1.70301901519468e-16,2.51952208313841e-16,3.42945915272198e-16,4.29478960120584e-16,4.94842445496807e-16,5.24566786463045e-16,5.11615186358258e-16,4.59086855568556e-16,3.79013852031669e-16,2.87888356319369e-16
0.2,0.2,5.83867663077186e-23,5.19210321539268e-21,3.79867225745693e-19,2.28654601684527e-17,1.13236824060202e-15,4.61376030058628e-14,1.5466141834918e-12,4.26548641132515e-11,9.67864921999962e-10,1.80684355464807e-08,2.77514682177533e-07,3.50679995326825e-06,3.64582343866716e-05,0.000311845790827701,0.00219454127568942,0.0127059526930998,0.0605243769936951,0.237199098834495,0.764813165010495,2.02888433310153,4.42811443162788,7.9513339807073,11.7468323069299,14.277795447465,14.277795447465,11.7468323069299,7.9513339807073,4.42811443162787,2.02888433310152,0.764813165010497,0.237199098834495,0.0605243769936951,0.0127059526930998,0.00219454127568941,0.0003118457908277,3.64582343866713e-05,3.50679995326828e-06,2.77514682177534e-07,1.80684355464808e-08,9.67864921999962e-10,4.26548641132515e-11,1.5466141834918e-12,4.61376030058641e-14,1.13236824060202e-15,2.2865460168453e-17,3.79867225745698e-19,5.192103215463e-21,5.83868245880206e-23,5.75263971237387e-25,1.53332214051963e-23,4.86466733226667e-21,1.12102455592331e-18,1.8758705841974e-16,2.27937817896941e-14,2.01120187525389e-12,1.28860766403365e-10,5.99530829359147e-09,2.02548064163565e-07,4.96901650045855e-06,8.85194173731693e-05,0.00114507101201763,0.0107560313635291,0.0733664432250207,0.363386372156072,1.30696986182703,3.41340857900397,6.47346410333652,8.9147871481369,8.9147871481369,6.47346410333652,3.41340857900397,1.30696986182705,0.363386372156078,0.0733664432250221,0.0107560313635293,0.00114507101201766,8.85194173731724e-05,4.96901650045872e-06,2.02548064163573e-07,5.99530829362699e-09,1.28860766543882e-10,2.01120238657342e-12,2.27954936364351e-14,1.92859917594357e-16,1.60639716162282e-17,3.89663169103114e-17,9.34636805319331e-17,2.0628102128753e-16,4.18875086813293e-16,7.82561687607895e-16,1.34512122754422e-15,2.12722321507278e-15,3.09509151490743e-15,4.14326506891902e-15,5.10294321539136e-15,5.78239221060858e-15,6.02841510376467e-15,5.78239221060858e-15,5.10294321539136e-15,4.14326506891902e-15,3.09509151490743e-15
